																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
541	item343	Axe of Balthazar	0	Weapon2	Axe	3d7	19	Special	0	Special Two-Handed Axe	8	of Ice	0	41	110	Quest Item: No Minotaur kings wear a crown. Instead as their badge of office they carry great axes of the finest workmanship. This axe was lost when Balthazar was betrayed by the Vori Frost Giants. That it is strongly enchanted is clear; when used in battle its blows deliver both normal damage and impart a numbing bite of freezing cold.
542	item344	Noblebone Bow	15000	Missile	Bow	6d4	12	Special	30	Special Bow	12	of Carnage	0	30	100	Bows of Kreegan bone are highly sought after; the material is strong and takes enchantments easily. The most sought after bone comes from Kreegans of the devil race's former ruling class.
543	item345	Cycle of Life	25000	Ring	Misc	0	0	Special	30	Special Ring	32	0	0	0	0	(Shared life, Endurance + 20) A ring of simple metal (copper or brass?), warm on touch.
544	null	artifact 544	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 544
545	null	artifact 545	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 545
546	null	artifact 546	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 546
547	null	artifact 547	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 547
548	null	artifact 548	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 548
549	null	artifact 549	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 549
550	null	artifact 550	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 550
551	null	artifact 551	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 551
552	null	artifact 552	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 552
553	null	artifact 553	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 553
554	null	artifact 554	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 554
555	null	artifact 555	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 555
556	null	artifact 556	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 556
557	null	artifact 557	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 557
558	null	artifact 558	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 558
559	null	artifact 559	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 559
560	null	artifact 560	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 560
561	null	artifact 561	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 561
562	null	artifact 562	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 562
563	null	artifact 563	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 563
564	null	artifact 564	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 564
565	null	artifact 565	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 565
566	null	artifact 566	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 566
567	null	artifact 567	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 567
568	null	artifact 568	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 568
569	null	artifact 569	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 569
570	null	artifact 570	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 570
571	null	artifact 571	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 571
572	null	artifact 572	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 572
573	null	artifact 573	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 573
574	null	artifact 574	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 574
575	null	artifact 575	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 575
576	null	artifact 576	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 576
577	null	artifact 577	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 577
578	null	artifact 578	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 578
579	null	artifact 579	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 579
580	null	artifact 580	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 580
581	null	artifact 581	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 581
582	null	artifact 582	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 582
583	null	artifact 583	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 583
584	null	artifact 584	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 584
585	null	artifact 585	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 585
586	null	artifact 586	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 586
587	null	artifact 587	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 587
588	null	artifact 588	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 588
589	null	artifact 589	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 589
590	null	artifact 590	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 590
591	null	artifact 591	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 591
592	null	artifact 592	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 592
593	null	artifact 593	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 593
594	null	artifact 594	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 594
595	null	artifact 595	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 595
596	null	artifact 596	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 596
597	null	artifact 597	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 597
598	null	artifact 598	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 598
599	null	artifact 599	0	0	0	0	0	0	0	0	1	0	0	0	0	artifact 599
600	null	quest item 600	0	N / A	Misc	0	0	0	0	0	1	0	0	0	0	quest item 600
601	null	quest item 601	0	N / A	Misc	0	0	0	0	0	1	0	0	0	0	quest item 601
602	item266	False Report	0	N / A	Misc	0	0	0	0	Report	86	0	0	0	0	Quest Item: A letter given to you by Arion Hunter for delivery to the Dread Pirate Stanley on Regna.
603	item267	Urn of Ashes	0	N / A	Misc	0	0	0	0	Urn	87	0	0	0	0	"Quest Item: A funerary urn entrusted to your care by the Troll, Overdune Snapfinger. It contains the ashes of his brother, Vilebite."
604	item268	Nightshade Brazier	0	N / A	Misc	0	0	0	0	Brazier	88	0	0	0	0	Quest Item: This brazier emanates the unsettling vibrancy of dark magic. It smells strongly of pitch and sulfur.
605	item269	Dragon Leader's Egg	0	N / A	Misc	0	0	0	0	Egg	89	0	0	0	0	Quest Item: This Dragon egg is nearly ready to hatch. The small life inside makes its presence known with an occasional rustle.
606	item270	Heart of Fire	0	N / A	Misc	0	0	0	0	Heartstone	90	0	0	0	0	"Quest Item: The Heart of Fire is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent."
607	item271	Heart of Water	0	N / A	Misc	0	0	0	0	Heartstone	91	0	0	0	0	"Quest Item: The Heart of Water is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent."
608	item272	Heart of Air	0	N / A	Misc	0	0	0	0	Heartstone	92	0	0	0	0	"Quest Item: The Heart of Air is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent."
609	item273	Heart of Earth	0	N / A	Misc	0	0	0	0	Heartstone	93	0	0	0	0	"Quest Item: The Heart of Earth is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent."
610	item274	Conflux Key	0	N / A	Misc	0	0	0	0	Key	94	0	0	0	0	"Quest Item: Using the four elemental heart gems, Xanthor made you this interplaner key of extreme power. He tells you it will open the crystal gateway which connects Ravenshore to the mysterious Plane Between Planes."
611	item275	Lost Book of Kehl	0	N / A	Misc	0	0	0	0	Book	95	0	0	0	0	"Quest Item: The formerly ""Lost"" Book of Kehl. Some say he was the greatest necromancer of the last age. Staring at the intricately embossed cover is a disquieting experience as the design seems to writhe with evil energy."
612	item276	Sarcophagus of Korbu	0	N / A	Misc	0	0	0	0	Sarcophagus	96	0	0	0	0	"Quest Item: Though painstakingly carved from a single slab of gray stone, Korbu's sarcophagus is inexplicably, much lighter in weight than seems possible. Removal of the snug fitting lid produces a powerful exhalation of myrrh and stale crypt air."
613	item277	Puzzle Box	0	N / A	Misc	0	0	0	0	Box	97	0	0	0	0	"Quest Item: No matter how you move the shifting panels of this small inlaid box, its lid remains shut. When you shake it, you can hear something rattling around inside. It sounds like a large nut or bead."
614	item278	Vial of Grave Earth	0	N / A	Misc	0	0	0	0	Vial	98	0	0	0	0	Quest Item: This is the vial of dirt you stole from the vampire crypt in Shadowspire.
615	item279	Drum of Victory	0	N / A	Misc	0	0	0	0	Drum	99	0	0	0	0	"Quest Item: This magical items properties are unknown to you. When you tap the drum's head with one of its sticks, the resulting beat resonates with echoes that seem to reflect from the ceiling of the sky."
616	item280	Anointed Herb Potion	0	N / A	Misc	0	0	0	0	Potion Bottle	130	0	0	0	0	"Quest Item: Though possessing no magical properties, this potion's ingredients have been gathered under the most stringent ritual conditions. The thornbark powder, for example, was ground in a silver mortar from bark stripped during the peak of a high noon eclipse. The whole concoction has sat in the seer's personal shrine for more than a hundred years."
617	item281	Power Stone	0	N / A	Misc	0	0	0	0	Stone	137	0	0	0	0	Quest Item: A facet carved stone of dark glassy rock. When tapped it produces a high bell tone.
618	item297	Power Stone	0	N / A	Misc	0	0	0	0	Stone	138	0	0	0	0	Quest Item: A facet carved stone of dark glassy rock. When tapped it produces a medium bell tone.
619	item224	Pirate Leader's Key	0	N / A	Misc	0	0	0	0	Key	80	0	0	0	0	Quest Item: The key you took from Blackwell Cooper's body.
620	item232	Prison Key	0	N / A	Misc	0	0	0	0	Key	80	0	0	0	0	Quest Item: A key of the type commonly used for dungeon cell door locks.
621	item233	Prison Key	0	N / A	Misc	0	0	0	0	Key	80	0	0	0	0	Quest Item: A key of the type commonly used for dungeon cell door locks.
622	null	quest item 622	0	N / A	Misc	0	0	0	0	0	1	0	0	0	0	quest item 622
623	item366	Gem of Restoration	0	N / A	Misc	0	0	0	0	Gem	150	0	0	0	0	"Quest Item: This large ruby is of perfect quality, clear throughout with an even pigeon blood red. It contains a powerful enchantment and pulses with a slumbering heartbeat rhythm."
624	item282	Charged connector stone	0	N / A	Misc	0	0	0	0	Gem	366	0	0	0	0	Smooth half-transparent connector stone charged by time traveling.
625	item283	Connector stone	0	N / A	Misc	0	0	0	0	Gem	367	0	0	0	0	Smooth stone without specific color.
626	item207	Prophecies of the Sun	0	N / A	Misc	0	0	0	0	Book	78	0	0	0	0	"Quest Item: The writing inside this book reads like the ranting of a madman. Still, someone must have thought highly of it. The text is entirely hand scribed in a florid style. Inset illuminations bring to life scenes from the story which are, in turn, disturbing, outlandish or seemingly drawn from nightmare."
627	item293	Remains of Korbu	0	N / A	Misc	0	0	0	0	Remains	100	0	0	0	0	"Quest Item: The remains of Korbu who some claim was the most powerful vampire of all times. He's not much to look at now, however. His skeleton has been almost completely dismantled--either by design or the ravages of time, and a wooden stake is nestled entirely within the ribcage."
628	item294	Lich Jar	1800	N / A	Misc	0	0	0	0	Jar	101	0	0	0	0	Quest Item: A well made jar.
629	item295	Ring of Keys	0	N / A	Misc	0	0	0	0	Ring of Keys	102	0	0	0	0	Quest Item: Both the keys and ring are made of a metal you've never encountered before. The gemstones inset in the key heads are familiar to you. They are elemental heartstones like those incorporated in the conflux key Xanthor made for you.
630	item298	Idol of the Snake	0	N / A	Misc	0	0	0	0	Idol	103	0	0	0	0	Quest Item: An Idol of the ancient snake god who was worshipped by the Serpentmen who used to dwell on the Dagger Wound Islands.
631	item299	Big Brass Ring	0	N / A	Misc	0	0	0	0	Ring	104	0	0	0	0	Quest Item: A large ring of polished brass. It seems to be part of a door knocker.
632	item300	Naga Hide	0	N / A	Misc	0	0	0	0	Hide	105	0	0	0	0	The skinned and scraped hide of a naga.
633	item301	Dire Wolf Pelt	0	N / A	Misc	0	0	0	0	Pelt	106	0	0	0	0	The skinned and scraped hide of a dire wolf.
634	item302	Flute	0	N / A	Misc	0	0	0	0	Flute	107	0	0	0	0	Quest Item: A well crafted instrument.
635	item303	Royal Wasp Jelly	0	N / A	Misc	0	0	0	0	Jelly	108	0	0	0	0	A jar of royal wasp jelly.
636	item304	Dragonbane Flower	0	N / A	Misc	0	0	0	0	Dragonbane Flower	109	0	0	0	0	Quest Item: A fresh dragonbane flower. The petals are thick and waxy.
637	item305	Bone of Doom	0	N / A	Misc	0	0	0	0	Bone	110	0	0	0	0	"Quest Item: The arm bone of the legendary necromancer, Zacharia. It is infused with the death magician's evil energy."
